epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,4.43908832447,0.118646460843,4.87744433304,0.0633081896552,-1,-1
1,3.65727901531,0.211290474398,5.63100945538,0.0809536637931,-1,-1
2,3.1907590958,0.275414156627,3.1427575802,0.28125,-1,-1
3,2.83973553741,0.329466302711,2.83567537521,0.364089439655,-1,-1
4,2.56814484424,0.372717432229,2.62341404372,0.358970905172,-1,-1
5,2.32425777919,0.413568335843,2.72861698578,0.377559267241,-1,-1
6,2.12758113462,0.451383659639,2.32882298889,0.410964439655,-1,-1
7,1.95320404833,0.483010165663,2.2358142528,0.432112068966,-1,-1
8,1.82672930518,0.510353915663,2.27301022102,0.432785560345,-1,-1
9,1.70380435938,0.537109375,2.14943054627,0.465651939655,-1,-1
10,1.60368915243,0.559840926205,2.15980638923,0.462957974138,-1,-1
11,1.5241201064,0.575183546687,2.0504098514,0.479256465517,-1,-1
12,1.44543008686,0.597232680723,2.11622189448,0.474137931034,-1,-1
13,1.36778708987,0.614104856928,2.10975780364,0.486530172414,-1,-1
14,1.29932673814,0.631777108434,1.99385390199,0.49771012931,-1,-1
15,1.22968355468,0.644366528614,2.03586856456,0.492052801724,-1,-1
16,1.17407098718,0.658532567771,2.27228686111,0.464439655172,-1,-1
17,1.11918468109,0.672769201807,2.09737548129,0.498248922414,-1,-1
18,1.05849258225,0.688300075301,2.1224606736,0.498518318966,-1,-1
19,1.00985404544,0.700348268072,2.14290183783,0.498518318966,-1,-1
20,0.962325960936,0.710749246988,2.15169926964,0.496228448276,-1,-1
21,0.923036290939,0.722703313253,2.12001841233,0.508081896552,-1,-1
22,0.88288610635,0.730374623494,2.19179328968,0.50942887931,-1,-1
23,0.839619835816,0.744823042169,2.23943293506,0.500269396552,-1,-1
24,0.808252779565,0.753482680723,2.24628271728,0.506600215517,-1,-1
25,0.767642394696,0.763271837349,2.24925053736,0.494207974138,-1,-1
26,0.742917910039,0.770378388554,2.35562312192,0.492995689655,-1,-1
27,0.721249740616,0.775790662651,2.23871759505,0.510775862069,-1,-1
28,0.686323584024,0.785273908133,2.30080266451,0.512526939655,-1,-1
29,0.666554579534,0.790850903614,2.36302875239,0.510371767241,-1,-1
30,0.649600069745,0.796357304217,2.28857405227,0.514547413793,-1,-1
31,0.615074687065,0.805652296687,2.26057122288,0.517376077586,-1,-1
32,0.596659217254,0.813300075301,2.31352546092,0.514816810345,-1,-1
33,0.584104734103,0.816006212349,2.32245856112,0.513604525862,-1,-1
34,0.565656504179,0.818759412651,2.44896169778,0.50552262931,-1,-1
35,0.549902515957,0.824124623494,2.44599945175,0.510506465517,-1,-1
36,0.534951488162,0.829113328313,2.26159945028,0.516029094828,-1,-1
37,0.523494782308,0.831537085843,2.37641770881,0.527074353448,-1,-1
38,0.504583945386,0.838220067771,2.40341861084,0.518049568966,-1,-1
