epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
69,0.0809025818651,0.972064393939,3.5925543226,0.542429956897,-1,-1
70,0.0748504085579,0.975378787879,3.84182336002,0.538927801724,-1,-1
71,0.0887119827058,0.97040719697,3.39232395846,0.556707974138,-1,-1
72,0.0697919958356,0.97821969697,3.22853082213,0.567079741379,-1,-1
73,0.0508747082909,0.982481060606,3.46256995612,0.563712284483,-1,-1
74,0.0642577057253,0.979640151515,3.34935887518,0.545528017241,-1,-1
75,0.0736302678389,0.977035984848,3.42389692109,0.558189655172,-1,-1
76,0.0706527147894,0.977035984848,3.49906733529,0.546066810345,-1,-1
77,0.0710451871044,0.976089015152,4.11428837118,0.539466594828,-1,-1
78,0.0786287952497,0.972537878788,3.79689395017,0.535290948276,-1,-1
79,0.0626674665872,0.978693181818,3.39232577538,0.547009698276,-1,-1
80,0.0623615386924,0.977272727273,3.57277176298,0.561691810345,-1,-1
81,0.0598043208716,0.978456439394,3.54488071902,0.56021012931,-1,-1
82,0.101756837332,0.968513257576,3.7997852235,0.533674568966,-1,-1
83,0.0817469140007,0.972774621212,3.78924648104,0.53286637931,-1,-1
84,0.0775585246809,0.971590909091,4.19665775217,0.547817887931,-1,-1
85,0.076922521362,0.973248106061,3.92200533686,0.52896012931,-1,-1
86,0.0742979524939,0.973484848485,3.47310166934,0.544854525862,-1,-1
87,0.0755322384789,0.976325757576,3.81197857035,0.543372844828,-1,-1
88,0.0562778655016,0.981534090909,3.32157140765,0.553879310345,-1,-1
89,0.0633598098066,0.979640151515,3.7983376651,0.547548491379,-1,-1
90,0.0565968757552,0.979403409091,3.62008995023,0.538927801724,-1,-1
91,0.0439587232629,0.985321969697,3.60554432047,0.553205818966,-1,-1
92,0.0523560466527,0.982481060606,3.39108557948,0.562365301724,-1,-1
93,0.0657550711114,0.978456439394,3.80192020844,0.550511853448,-1,-1
94,0.0702724378048,0.975142045455,3.98982518295,0.540274784483,-1,-1
95,0.0789119512633,0.977035984848,3.65156243176,0.555360991379,-1,-1
96,0.0684253774358,0.979403409091,3.92421356152,0.557112068966,-1,-1
97,0.0713984684341,0.979640151515,4.46599726019,0.533809267241,-1,-1
98,0.0795930995408,0.97490530303,4.2073439113,0.541621767241,-1,-1
99,0.0720427316811,0.975142045455,4.29831695146,0.547413793103,-1,-1
100,0.0634309607699,0.978456439394,3.82530844212,0.556707974138,-1,-1
101,0.063968379375,0.978456439394,3.68563726031,0.539870689655,-1,-1
102,0.0663731946243,0.97821969697,3.90615251558,0.556707974138,-1,-1
103,0.0762450376695,0.974195075758,3.7070500604,0.551320043103,-1,-1
104,0.0585019350137,0.981060606061,3.56818082004,0.554552801724,-1,-1
105,0.0492006486395,0.984848484848,3.67265068252,0.563846982759,-1,-1
106,0.0537597966155,0.982007575758,3.70331849723,0.544450431034,-1,-1
107,0.0648934333444,0.979876893939,3.76216830467,0.513739224138,-1,-1
108,0.0671653092811,0.978929924242,3.87710786277,0.54849137931,-1,-1
109,0.0407566449633,0.986742424242,3.54298881005,0.55307112069,-1,-1
110,0.0542641573049,0.981060606061,3.72614460567,0.556438577586,-1,-1
111,0.0409553526534,0.987926136364,3.55169919853,0.564655172414,-1,-1
112,0.0463763385672,0.985321969697,3.83728326189,0.554552801724,-1,-1
113,0.0589070100845,0.981060606061,4.27407233879,0.543507543103,-1,-1
114,0.0522544333062,0.984375,4.04022334362,0.543507543103,-1,-1
115,0.0693451198044,0.981297348485,4.26971010915,0.552128232759,-1,-1
116,0.0530050005764,0.98271780303,4.28211379051,0.543238146552,-1,-1
117,0.0425291388493,0.985558712121,3.99301940819,0.557246767241,-1,-1
118,0.0405871754258,0.985321969697,3.81257651181,0.550915948276,-1,-1
119,0.0476558209453,0.984848484848,3.89117521253,0.546875,-1,-1
120,0.0503240865373,0.984848484848,4.11908291126,0.552801724138,-1,-1
121,0.0379436871136,0.987452651515,3.47265275182,0.566540948276,-1,-1
122,0.0391250239177,0.986979166667,3.99908294349,0.565193965517,-1,-1
123,0.035715703796,0.987689393939,3.54879737311,0.560075431034,-1,-1
124,0.0387040239152,0.987452651515,3.77407908029,0.548895474138,-1,-1
125,0.0364265130819,0.987452651515,3.68971685294,0.565732758621,-1,-1
126,0.0419475545147,0.985321969697,4.16696534486,0.552936422414,-1,-1
127,0.0359247236188,0.988873106061,3.93774592876,0.55630387931,-1,-1
128,0.0294510670444,0.990293560606,4.26515790512,0.548221982759,-1,-1
129,0.0345403510569,0.987926136364,3.68637767742,0.556034482759,-1,-1
130,0.0263020989633,0.989583333333,3.91576133514,0.567079741379,-1,-1
131,0.0292139961808,0.990293560606,3.81144613644,0.566271551724,-1,-1
132,0.0537595390342,0.984848484848,4.16972558252,0.537580818966,-1,-1
133,0.0809403529786,0.977746212121,4.22345213643,0.545123922414,-1,-1
134,0.0953152068242,0.973721590909,4.95071513488,0.507677801724,-1,-1
135,0.101231410535,0.972064393939,4.61503624916,0.528286637931,-1,-1
136,0.0843496119152,0.97490530303,4.040145056,0.56088362069,-1,-1
137,0.0475280185258,0.982954545455,4.05686106764,0.54849137931,-1,-1
138,0.0657343830575,0.980823863636,4.17654238076,0.553205818966,-1,-1
139,0.0614254251122,0.979403409091,3.99183047229,0.560344827586,-1,-1
140,0.0468650160527,0.980113636364,3.70189573025,0.561691810345,-1,-1
141,0.0462177670243,0.987452651515,3.9652500687,0.555899784483,-1,-1
142,0.0360623537845,0.986505681818,4.02900272813,0.54296875,-1,-1
143,0.0301876247395,0.99053030303,3.80693219859,0.562769396552,-1,-1
144,0.0438277428744,0.985085227273,3.56378434855,0.565193965517,-1,-1
145,0.0575862459514,0.982007575758,3.98325597007,0.552936422414,-1,-1
146,0.0502868136109,0.983901515152,3.96280469154,0.549703663793,-1,-1
147,0.0393876343627,0.986742424242,3.72739678005,0.539466594828,-1,-1
148,0.0338277827885,0.987926136364,3.9500999944,0.578663793103,-1,-1
149,0.0443425567567,0.989346590909,3.95797411738,0.558189655172,-1,-1
150,0.0559594952925,0.981770833333,4.37953967062,0.554014008621,-1,-1
151,0.0649173716648,0.979403409091,4.43076784035,0.541621767241,-1,-1
152,0.072107580815,0.977272727273,4.13550900591,0.54458512931,-1,-1
153,0.0802484385274,0.971827651515,4.39743157913,0.550107758621,-1,-1
154,0.0574487496139,0.980823863636,3.83405691591,0.535425646552,-1,-1
155,0.0407214374176,0.98603219697,4.02465739332,0.552128232759,-1,-1
156,0.0363138775186,0.987452651515,3.80240400906,0.564924568966,-1,-1
157,0.0512061940831,0.984375,4.26732199768,0.547683189655,-1,-1
158,0.0389555692391,0.986505681818,3.92367892019,0.554283405172,-1,-1
159,0.0384134388261,0.988162878788,3.88902109656,0.549030172414,-1,-1
160,0.0321039512725,0.990056818182,3.6855815238,0.574353448276,-1,-1
161,0.0378299346088,0.988399621212,3.7667906942,0.567753232759,-1,-1
162,0.0356440264238,0.986742424242,3.67092066387,0.554552801724,-1,-1
163,0.047914929053,0.985085227273,3.91410234879,0.558054956897,-1,-1
164,0.0608541897611,0.981060606061,4.22816052108,0.55239762931,-1,-1
165,0.0670740463009,0.979876893939,4.66178208795,0.540140086207,-1,-1
166,0.0504568148066,0.984138257576,4.08258600482,0.551454741379,-1,-1
167,0.0404839740191,0.98603219697,3.56880041649,0.574757543103,-1,-1
168,0.0252361728767,0.991240530303,4.34452338465,0.538927801724,-1,-1
169,0.0378257644073,0.988636363636,3.85572138326,0.570985991379,-1,-1
170,0.0381905120237,0.987689393939,3.54093525327,0.572198275862,-1,-1
171,0.0459014397453,0.985321969697,4.00478150105,0.563712284483,-1,-1
172,0.0668726095394,0.981297348485,4.1585601856,0.554956896552,-1,-1
173,0.0663793210335,0.979876893939,4.12330674714,0.548760775862,-1,-1
174,0.0613642761089,0.982007575758,4.53217523262,0.554552801724,-1,-1
175,0.0457340190893,0.984138257576,4.06564205679,0.545662715517,-1,-1
176,0.0352560718981,0.99053030303,4.32393755584,0.559401939655,-1,-1
177,0.0235630186754,0.993134469697,4.01191363664,0.562904094828,-1,-1
178,0.0398470228608,0.988399621212,3.98398591732,0.56478987069,-1,-1
179,0.033068711178,0.988399621212,3.95300476304,0.572467672414,-1,-1
180,0.0330350637422,0.989583333333,4.19646338348,0.553609913793,-1,-1
181,0.0322119199431,0.991240530303,4.09857921765,0.562095905172,-1,-1
182,0.0270298257784,0.989109848485,3.74643209063,0.579471982759,-1,-1
183,0.0258363446425,0.991950757576,3.75298486907,0.573679956897,-1,-1
184,0.0215959952488,0.994081439394,3.61733217075,0.570447198276,-1,-1
185,0.0308458010744,0.990293560606,3.71346798436,0.558728448276,-1,-1
186,0.0382232867308,0.989109848485,4.29084991176,0.551993534483,-1,-1
187,0.0463351862343,0.986268939394,4.17160336725,0.550511853448,-1,-1
188,0.0419061404342,0.985558712121,4.29990564955,0.541217672414,-1,-1
189,0.0599346675797,0.984138257576,4.77327582343,0.544450431034,-1,-1
190,0.0504273222195,0.983191287879,4.07036376411,0.554418103448,-1,-1
191,0.0436210656383,0.984611742424,4.05782174653,0.554552801724,-1,-1
192,0.0389936811372,0.988162878788,3.7547373895,0.570851293103,-1,-1
193,0.0300222665131,0.990767045455,3.96400953572,0.55630387931,-1,-1
194,0.0315864114479,0.989820075758,3.76802679999,0.575700431034,-1,-1
195,0.0222349362554,0.991714015152,3.75741910112,0.5703125,-1,-1
196,0.0275264856772,0.989820075758,3.76492439056,0.568965517241,-1,-1
197,0.0182244112772,0.992424242424,3.86873957618,0.562365301724,-1,-1
198,0.026163677132,0.989583333333,3.9111083376,0.557516163793,-1,-1
199,0.0372147423385,0.988873106061,4.0320166185,0.54849137931,-1,-1
test set performance,-1,-1,-1,-1,3.90698487025,0.567407852564
